mode	unit	index	question	answer	options	unitLabel	passageTitle
MATH_G1_U06	ふえるといくつ（たしざん）	27	8こ に 1こ たすと？	9こ	9こ | 7こ | 1こ | 8こ		
MATH_G1_U06	ふえるといくつ（たしざん）	28	2こ ありました。 2こ ふえると なんこ？	4こ	4こ | 2こ | 5こ | 6こ		
MATH_G1_U06	ふえるといくつ（たしざん）	29	3こ に 3こ たすと？	6こ	6こ | 0こ | 3こ | 7こ		
MATH_G1_U06	ふえるといくつ（たしざん）	30	4こ ありました。 1こ ふえると なんこ？	5こ	5こ | 4こ | 1こ | 6こ		
MATH_G1_U06	ふえるといくつ（たしざん）	31	5こ に 2こ たすと？	7こ	7こ | 3こ | 2こ | 5こ		
MATH_G1_U06	ふえるといくつ（たしざん）	32	6こ ありました。 3こ ふえると なんこ？	9こ	9こ | 6こ | 3こ | 10こ		
MATH_G1_U06	ふえるといくつ（たしざん）	33	7こ に 1こ たすと？	8こ	8こ | 6こ | 1こ | 7こ		
MATH_G1_U06	ふえるといくつ（たしざん）	34	8こ ありました。 2こ ふえると なんこ？	10こ	10こ | 8こ | 2こ | 11こ		
MATH_G1_U06	ふえるといくつ（たしざん）	35	2こ に 3こ たすと？	5こ	5こ | -1こ | 3こ | 2こ		
MATH_G1_U06	ふえるといくつ（たしざん）	36	3こ ありました。 1こ ふえると なんこ？	4こ	4こ | 3こ | 1こ | 5こ		
MATH_G1_U06	ふえるといくつ（たしざん）	37	4こ に 2こ たすと？	6こ	6こ | 2こ | 4こ | 7こ		
MATH_G1_U06	ふえるといくつ（たしざん）	38	5こ ありました。 3こ ふえると なんこ？	8こ	8こ | 5こ | 3こ | 9こ		
MATH_G1_U06	ふえるといくつ（たしざん）	39	6こ に 1こ たすと？	7こ	7こ | 5こ | 1こ | 6こ		
MATH_G1_U06	ふえるといくつ（たしざん）	40	7こ ありました。 2こ ふえると なんこ？	9こ	9こ | 7こ | 2こ | 10こ		
MATH_G1_U06	ふえるといくつ（たしざん）	41	8こ に 3こ たすと？	11こ	11こ | 5こ | 3こ | 8こ		
MATH_G1_U06	ふえるといくつ（たしざん）	42	2こ ありました。 1こ ふえると なんこ？	3こ	3こ | 2こ | 1こ | 4こ		
MATH_G1_U06	ふえるといくつ（たしざん）	43	3こ に 2こ たすと？	5こ	5こ | 1こ | 2こ | 3こ		
MATH_G1_U06	ふえるといくつ（たしざん）	44	4こ ありました。 3こ ふえると なんこ？	7こ	7こ | 4こ | 3こ | 8こ		
MATH_G1_U06	ふえるといくつ（たしざん）	45	5こ に 1こ たすと？	6こ	6こ | 4こ | 1こ | 5こ		
MATH_G1_U06	ふえるといくつ（たしざん）	46	6こ ありました。 2こ ふえると なんこ？	8こ	8こ | 6こ | 2こ | 9こ		
MATH_G1_U06	ふえるといくつ（たしざん）	47	7こ に 3こ たすと？	10こ	10こ | 4こ | 3こ | 7こ		
MATH_G1_U06	ふえるといくつ（たしざん）	48	8こ ありました。 1こ ふえると なんこ？	9こ	9こ | 8こ | 1こ | 10こ		
MATH_G1_U06	ふえるといくつ（たしざん）	49	2こ に 2こ たすと？	4こ	4こ | 0こ | 2こ | 5こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	0	あめが 5こ あります。2こ たべると のこりは？	3こ	3こ | 2こ | 5こ | 7こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	1	りんごが 6こ あります。1こ とると のこりは？	5こ	5こ | 6こ | 1こ | 7こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	2	ぼーるが 4こ あります。3こ つかうと のこりは？	1こ	1こ | 3こ | 4こ | 7こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	3	はなが 8ほん あります。2ほん あげると のこりは？	6ぽん	6ぽん | 8ほん | 2ほん | 10ぽん		
MATH_G1_U07	のこりはいくつ（ひきざん）	4	おはじきが 7こ あります。4こ しまうと のこりは？	3こ	3こ | 4こ | 7こ | 2こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	5	みかんが 9こ あります。5こ たべると のこりは？	4こ	4こ | 5こ | 9こ | 14こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	6	つみきが 10こ あります。1こ とると のこりは？	9こ	9こ | 10こ | 1こ | 8こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	7	こっぷが 6こ あります。6こ つかうと のこりは？	0こ	0こ | 6こ | 1こ | 12こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	8	まるが 3こ あります。1こ けすと のこりは？	2こ	2こ | 3こ | 1こ | 4こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	9	びーだまが 8こ あります。3こ しまうと のこりは？	5こ	5こ | 3こ | 8こ | 6こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	10	えんぴつが 5ほん あります。5ほん しまうと のこりは？	0ほん	0ほん | 5ほん | 1ぽん | 10ぽん		
MATH_G1_U07	のこりはいくつ（ひきざん）	11	さかなが 7ひき います。2ひき にげると のこりは？	5ひき	5ひき | 7ひき | 2ひき | 9ひき		
MATH_G1_U07	のこりはいくつ（ひきざん）	12	どんぐりが 10こ あります。4こ ひろうのを やめると のこりは？	6こ	6こ | 4こ | 10こ | 14こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	13	けしごむが 4こ あります。1こ なくなると のこりは？	3こ	3こ | 4こ | 1こ | 5こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	14	いすが 9こ あります。2こ かたづけると のこりは？	7こ	7こ | 9こ | 2こ | 11こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	15	くるまが 6だい あります。3だい でかけると のこりは？	3だい	3だい | 6だい | 2だい | 9だい		
MATH_G1_U07	のこりはいくつ（ひきざん）	16	ねこが 5ひき います。1ぴき かえると のこりは？	4ひき	4ひき | 5ひき | 1ぴき | 6ぴき		
MATH_G1_U07	のこりはいくつ（ひきざん）	17	はっぱが 8まい あります。8まい とると のこりは？	0まい	0まい | 8まい | 1まい | 16まい		
MATH_G1_U07	のこりはいくつ（ひきざん）	18	あかい まるが 7こ あります。6こ けすと のこりは？	1こ	1こ | 6こ | 7こ | 13こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	19	のこりを きく とき、することは？	へった あとを かぞえる	へった あとを かぞえる | ふえた ぶんを たす | いろだけ みる | さいしょだけ いう		
MATH_G1_U07	のこりはいくつ（ひきざん）	20	10こ あります。 3こ つかうと のこりは？	7こ	7こ | 13こ | 3こ | 10こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	21	4こ から 1こ へると？	3こ	3こ | 4こ | 1こ | 5こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	22	5こ あります。 2こ つかうと のこりは？	3こ	3こ | 7こ | 2こ | 5こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	23	6こ から 3こ へると？	3こ	3こ | 6こ | 9こ | 4こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	24	7こ あります。 1こ つかうと のこりは？	6こ	6こ | 8こ | 1こ | 7こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	25	8こ から 2こ へると？	6こ	6こ | 8こ | 2こ | 10こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	26	9こ あります。 3こ つかうと のこりは？	6こ	6こ | 12こ | 3こ | 9こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	27	10こ から 1こ へると？	9こ	9こ | 10こ | 1こ | 11こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	28	4こ あります。 2こ つかうと のこりは？	2こ	2こ | 6こ | 4こ | 3こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	29	5こ から 3こ へると？	2こ	2こ | 5こ | 3こ | 8こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	30	6こ あります。 1こ つかうと のこりは？	5こ	5こ | 7こ | 1こ | 6こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	31	7こ から 2こ へると？	5こ	5こ | 7こ | 2こ | 9こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	32	8こ あります。 3こ つかうと のこりは？	5こ	5こ | 11こ | 3こ | 8こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	33	9こ から 1こ へると？	8こ	8こ | 9こ | 1こ | 10こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	34	10こ あります。 2こ つかうと のこりは？	8こ	8こ | 12こ | 2こ | 10こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	35	4こ から 3こ へると？	1こ	1こ | 4こ | 3こ | 7こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	36	5こ あります。 1こ つかうと のこりは？	4こ	4こ | 6こ | 1こ | 5こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	37	6こ から 2こ へると？	4こ	4こ | 6こ | 2こ | 8こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	38	7こ あります。 3こ つかうと のこりは？	4こ	4こ | 10こ | 3こ | 7こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	39	8こ から 1こ へると？	7こ	7こ | 8こ | 1こ | 9こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	40	9こ あります。 2こ つかうと のこりは？	7こ	7こ | 11こ | 2こ | 9こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	41	10こ から 3こ へると？	7こ	7こ | 10こ | 3こ | 13こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	42	4こ あります。 1こ つかうと のこりは？	3こ	3こ | 5こ | 1こ | 4こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	43	5こ から 2こ へると？	3こ	3こ | 5こ | 2こ | 7こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	44	6こ あります。 3こ つかうと のこりは？	3こ	3こ | 9こ | 6こ | 4こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	45	7こ から 1こ へると？	6こ	6こ | 7こ | 1こ | 8こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	46	8こ あります。 2こ つかうと のこりは？	6こ	6こ | 10こ | 2こ | 8こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	47	9こ から 3こ へると？	6こ	6こ | 9こ | 3こ | 12こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	48	10こ あります。 1こ つかうと のこりは？	9こ	9こ | 11こ | 1こ | 10こ		
MATH_G1_U07	のこりはいくつ（ひきざん）	49	4こ から 2こ へると？	2こ	2こ | 4こ | 6こ | 3こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	0	りんごが 5こ、みかんが 3こ。ちがいは なんこ？	2こ	2こ | 3こ | 5こ | 8こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	1	あかが 4こ、あおが 1こ。ちがいは？	3こ	3こ | 4こ | 1こ | 5こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	2	ねこが 6ひき、いぬが 2ひき。ねこは なんびき おおい？	4ひき	4ひき | 6ひき | 2ひき | 8ひき		
MATH_G1_U08	ちがいはいくつ（ひきざん）	3	まるが 7こ、さんかくが 5こ。ちがいは？	2こ	2こ | 5こ | 7こ | 12こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	4	つみきが 9こ、はこが 4こ。つみきは なんこ おおい？	5こ	5こ | 4こ | 9こ | 13こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	5	あめが 3こ、ぐみが 3こ。ちがいは？	0こ	0こ | 3こ | 6こ | 1こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	6	いすが 8こ、つくえが 6こ。ちがいは？	2こ	2こ | 6こ | 8こ | 14こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	7	はなが 10ぽん、はっぱが 7まい。ちがいは？	3つ	3つ | 7つ | 10つ | 17つ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	8	ぼーるが 5こ、こっぷが 2こ。ぼーるは なんこ おおい？	3こ	3こ | 2こ | 5こ | 7こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	9	しろが 1こ、くろが 6こ。くろは なんこ おおい？	5こ	5こ | 6こ | 1こ | 7こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	10	さかなが 4ひき、かめが 4ひき。ちがいは？	0ひき	0ひき | 4ひき | 8ひき | 1ぴき		
MATH_G1_U08	ちがいはいくつ（ひきざん）	11	えんぴつが 9ほん、けしごむが 8こ。ちがいは？	1つ	1つ | 8つ | 9つ | 17つ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	12	ばすが 2だい、くるまが 7だい。くるまは なんだい おおい？	5だい	5だい | 7だい | 2だい | 9だい		
MATH_G1_U08	ちがいはいくつ（ひきざん）	13	ほしが 10こ、つきが 1こ。ちがいは？	9こ	9こ | 10こ | 1こ | 11こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	14	みどりが 6こ、きいろが 4こ。ちがいは？	2こ	2こ | 4こ | 6こ | 10こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	15	うさぎが 8ひき、とりが 5わ。うさぎは なんびき おおい？	3びき	3びき | 5わ | 8ひき | 13びき		
MATH_G1_U08	ちがいはいくつ（ひきざん）	16	おはじきが 7こ、びーだまが 7こ。ちがいは？	0こ	0こ | 7こ | 14こ | 1こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	17	あかい はなが 9ほん、しろい はなが 6ぽん。ちがいは？	3ぼん	3ぼん | 6ぽん | 9ほん | 15ほん		
MATH_G1_U08	ちがいはいくつ（ひきざん）	18	たまごが 4こ、からが 2こ。たまごは なんこ おおい？	2こ	2こ | 4こ | 6こ | 1こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	19	ちがいを きく とき、することは？	おおい ほうと すくない ほうを くらべる	おおい ほうと すくない ほうを くらべる | ぜんぶ あわせる | いろだけ みる | なまえだけ よむ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	20	7こと 5こ。 ちがいは なんこ？	2こ	2こ | 7こ | 5こ | 3こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	21	5こ より 7こ は なんこ おおい？	2こ	2こ | 7こ | 5こ | 3こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	22	8こと 6こ。 ちがいは なんこ？	2こ	2こ | 8こ | 6こ | 3こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	23	6こ より 8こ は なんこ おおい？	2こ	2こ | 8こ | 6こ | 3こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	24	4こと 1こ。 ちがいは なんこ？	3こ	3こ | 4こ | 1こ | 5こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	25	1こ より 4こ は なんこ おおい？	3こ	3こ | 4こ | 1こ | 5こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	26	5こと 2こ。 ちがいは なんこ？	3こ	3こ | 5こ | 2こ | 4こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	27	2こ より 5こ は なんこ おおい？	3こ	3こ | 5こ | 2こ | 4こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	28	6こと 3こ。 ちがいは なんこ？	3こ	3こ | 6こ | 4こ | 5こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	29	3こ より 6こ は なんこ おおい？	3こ	3こ | 6こ | 4こ | 5こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	30	7こと 4こ。 ちがいは なんこ？	3こ	3こ | 7こ | 4こ | 5こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	31	4こ より 7こ は なんこ おおい？	3こ	3こ | 7こ | 4こ | 5こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	32	8こと 5こ。 ちがいは なんこ？	3こ	3こ | 8こ | 5こ | 4こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	33	5こ より 8こ は なんこ おおい？	3こ	3こ | 8こ | 5こ | 4こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	34	9こと 6こ。 ちがいは なんこ？	3こ	3こ | 9こ | 6こ | 4こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	35	6こ より 9こ は なんこ おおい？	3こ	3こ | 9こ | 6こ | 4こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	36	5こと 1こ。 ちがいは なんこ？	4こ	4こ | 5こ | 1こ | 6こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	37	1こ より 5こ は なんこ おおい？	4こ	4こ | 5こ | 1こ | 6こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	38	6こと 2こ。 ちがいは なんこ？	4こ	4こ | 6こ | 2こ | 5こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	39	2こ より 6こ は なんこ おおい？	4こ	4こ | 6こ | 2こ | 5こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	40	7こと 3こ。 ちがいは なんこ？	4こ	4こ | 7こ | 3こ | 5こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	41	3こ より 7こ は なんこ おおい？	4こ	4こ | 7こ | 3こ | 5こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	42	8こと 4こ。 ちがいは なんこ？	4こ	4こ | 8こ | 5こ | 6こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	43	4こ より 8こ は なんこ おおい？	4こ	4こ | 8こ | 5こ | 6こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	44	9こと 5こ。 ちがいは なんこ？	4こ	4こ | 9こ | 5こ | 6こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	45	5こ より 9こ は なんこ おおい？	4こ	4こ | 9こ | 5こ | 6こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	46	10こと 6こ。 ちがいは なんこ？	4こ	4こ | 10こ | 6こ | 5こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	47	6こ より 10こ は なんこ おおい？	4こ	4こ | 10こ | 6こ | 5こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	48	2こと 1こ。 ちがいは なんこ？	1こ	1こ | 2こ | 3こ | 0こ		
MATH_G1_U08	ちがいはいくつ（ひきざん）	49	1こ より 2こ は なんこ おおい？	1こ	1こ | 2こ | 3こ | 0こ		
